id;fecha;importe;TIPO_PAGO;CONCEPTO;id_poliza;id_compania;NRO_RECIBO;fechaVencimiento
687;02/07/2008;96,59;P;CUOTA 3;14;;3
688;02/07/2008;150;P;CUOTA 1;432;;1
689;02/07/2008;144,03999;P;CUOTA 2;427;;2
690;01/07/2008;90,03;P;CUOPTA 2;428;;2
691;05/06/2008;77;P;CUOTA 5;35;;5
692;01/07/2008;77;P;CUOTA 6;35;;6
693;30/04/2008;141,89999;P;CUOTA 4;29;;4
694;05/06/2008;141,89999;P;CUOTA 5;29;;5
695;01/07/2008;141,89999;P;CUOTA 6;29;;6
696;26/05/2008;80;P;CUOTA 4;28;;4
697;01/07/2008;80;P;CUOTA 5;28;;5
698;18/06/2008;193;P;CUOTA 1;459;;1
699;23/05/2008;175;P;CUOTA 5;312;;5
700;27/06/2008;175;P;CUOTA 6;312;;6
701;27/06/2008;205,57001;P;CUOTA 2;9;;2
702;15/05/2008;313;P;CUOTA 2;203;;2
703;10/06/2008;313;P;CUOTA 3;203;;3
704;15/05/2008;355;P;CUOTA 2;205;;2
705;10/06/2008;355;P;CUOTA 3;205;;3
706;09/06/2008;178,33;P;CUOTA 5;266;;5
707;15/05/2008;217,63;P;CUOTA 4;300;;4
708;30/06/2008;217,63;P;CUOTA 5;300;;5
709;24/06/2008;121,46;P;CUOTA 2;248;;2
433;31/03/2008;110;P;CUOTA   10;264;;10
434;21/04/2008;110;P;CUOTA 11;264;;11
435;10/01/2008;165,03;P;CUOTA 5;307;;5
436;07/02/2008;178,3;P;CUOTA 1;266;;1
437;27/02/2008;178,35001;P;CUOTA 2;266;;2
438;11/04/2008;178,33;P;CUOTA 3;266;;3
439;06/05/2008;178,33;P;CUOTA 4;266;;4
440;28/03/2008;187,74001;P;CUOTA 1;87;;1
441;29/04/2008;187,74001;P;CUOTA 2;87;;2
442;17/01/2008;147,92999;P;CUOTA 11;308;;11
443;25/02/2008;147,95;P;CUOTA 12;308;;12
445;31/03/2008;298,23001;P;CUOTA 1;124;;1
446;02/05/2008;298,26001;P;CUOTA 2;124;;2
447;10/01/2008;195;P;CUOTA 11;311;;11
448;20/02/2008;257,20999;P;CUOTA 1;194;;1
449;11/04/2008;313,51999;P;CUOTA   2;6;;2
450;05/05/2008;318;P;CUOTA 3;6;;3
451;09/05/2008;119,51;P;CUOTA 5;74;;5
452;05/02/2008;179,75999;P;CUOTA 1;312;;1
453;25/02/2008;175;P;CUOTA 2;312;;2
454;26/03/2008;175;P;CUOTA 3;312;;3
455;19/04/2008;175;P;CUOTA 4;312;;4
459;13/02/2008;183,2;P;CUOTA 5;150;;5
460;27/02/2008;183,2;P;CUOTA 6;150;;6
461;27/04/2008;211,95;P;CUOTA 1;315;;1
462;06/05/2008;142,60001;P;CUOTA 1;316;;1
463;07/05/2008;572,81;P;CUOTA 22;241;;2
464;13/05/2008;88;P;CUOTA 3;67;;3
465;13/05/2008;88;P;CUOTA 4;67;;4
466;12/05/2008;96;P;CUOTA 6;70;;6
467;12/05/2008;79;P;CUOTA 3;181;;3
468;28/03/2008;164,78999;P;CUOTA 1;384;;1
469;16/04/2008;78,01;P;CUOTA 6;51;;6
470;14/05/2008;97;P;CUOTA 1;386;;1
471;04/01/2008;156,89999;P;cuota 3;267;;3
472;06/02/2008;156,89999;P;CUOTA 4;267;;4
473;29/02/2008;156,89999;P;CUORA 5;267;;5
474;09/04/2008;156,89999;P;CUOTA 6;267;;6
475;08/05/2008;183,34;P;CUOTA 1;390;;1
476;09/05/2008;211,98;P;CUOTA 2;315;;2
477;10/01/2008;274,54999;P;CUOTA 3;268;;3
478;11/02/2008;274,54999;P;CUOTA 4;268;;4
